crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
soybean,120,14.4,32.43,493.5,115.9,69.4,5.96,19.7,121.6,26.2,104.0,13.892338515843894,33.31413956840845,22.983691104544548,1,0.649,0.649,0.0047,1.004098554,25.68
mustard,136,17.01,20.49,457.1,57.3,65.5,8.07,41.8,204.5,8.9,284.2,5.0,24.724388212560633,5.0,4,0.8,0.8,0.0036,0.792674557,23.37
sunflower,105,16.5,16.92,789.7,219.8,86.4,8.16,31.6,118.1,11.4,388.8,5.0,15.39379649282999,5.0,0,0.727,0.727,0.0052,0.332950619,18.36
sunflower,110,29.36,28.1,644.4,215.8,87.2,6.49,7.8,155.9,22.9,176.9,5.0,24.209243312197863,5.0,4,0.844,0.844,0.0014,1.043467239,26.11
niger seed,110,15.57,30.23,925.5,153.6,65.5,6.16,54.1,143.0,26.1,361.6,5.0,11.996041845486996,5.0,3,0.412,0.822,0.0215,0.32014309,18.22
niger seed,120,14.93,13.87,811.7,235.7,80.3,7.09,14.7,115.6,26.6,279.4,8.576029021555971,26.13634252220766,5.0,4,0.695,0.697,0.0063,0.732624014,22.72
soybean,99,21.58,20.98,413.6,106.2,49.3,6.91,18.1,109.0,29.0,285.0,5.771812115909667,22.767026227088934,5.0,1,0.561,0.561,0.0038,0.755953239,22.97
mustard,131,30.25,21.4,582.4,40.8,60.5,7.15,10.7,102.2,32.5,117.9,40.31410836367192,32.916993790119996,28.460573467222744,1,0.795,0.795,0.0026,1.302967762,28.94
mustard,104,21.85,21.93,340.2,20.3,47.7,5.86,40.5,163.7,25.1,174.1,5.0,9.808018104454124,5.0,2,0.64,0.64,0.0036,0.533227731,20.54
mustard,120,17.47,28.4,560.9,166.3,44.1,8.17,12.9,116.1,27.8,278.7,48.42186355959557,42.43492585141948,5.0,4,0.69,0.766,0.0048,1.595382969,32.13
soybean,103,29.35,12.12,356.0,188.2,52.6,7.05,26.5,186.5,27.0,127.6,5.0,13.851223326628608,5.0,2,0.636,0.636,0.0075,0.418810658,19.3
safflower,111,17.21,22.8,744.7,23.5,50.9,7.51,15.0,106.9,22.8,259.0,5.0,13.670461896252426,5.0,3,0.6,0.819,0.0061,0.481893111,19.98
mustard,100,17.63,27.44,896.6,183.7,75.4,5.31,33.3,206.2,27.7,159.2,5.0,16.4262751814876,5.0,5,0.575,0.683,0.0103,0.430022364,19.42
mustard,110,17.61,32.54,451.9,132.7,75.6,5.49,22.1,112.4,12.8,292.8,14.190797940052335,22.486716589177448,5.0,4,0.511,0.802,0.0088,0.834243385,23.83
groundnut,127,25.68,24.49,358.3,154.8,89.9,5.38,31.2,91.8,8.4,323.6,52.30301189897851,42.68420466254237,5.0,4,0.9,0.9,0.0037,1.462599495,30.68
soybean,118,31.98,25.0,789.9,131.1,73.7,8.18,53.2,80.8,17.6,205.0,13.923972242350398,20.439689383945804,5.0,1,0.706,0.892,0.0124,0.418810658,19.3
sunflower,104,24.29,28.45,302.5,41.0,60.5,4.5,27.6,127.0,9.5,221.3,5.0,16.02635000446584,5.0,2,0.612,0.767,0.0099,0.332950619,18.36
niger seed,127,23.81,25.24,346.1,248.2,45.5,5.86,39.7,217.0,27.2,91.3,5.0,11.879111401780527,5.0,4,0.407,0.529,0.0047,0.40784956,19.18
mustard,103,27.51,19.01,500.5,131.8,47.2,6.73,16.5,140.7,33.8,290.1,5.0,18.857404159325593,5.0,4,0.693,0.886,0.005,0.811308859,23.58
sunflower,126,25.14,19.31,467.6,132.8,51.5,5.92,33.9,158.3,13.9,326.9,31.46871578863479,46.831323280577266,5.0,3,0.839,0.839,0.0037,1.73267502,33.63
soybean,106,21.82,11.25,464.2,244.2,46.2,7.93,35.5,134.2,8.3,395.0,19.731770298285,32.914516912953715,5.0,2,0.453,0.882,0.0137,1.193610377,27.75
mustard,133,23.34,32.44,944.8,21.7,70.5,5.47,34.6,146.5,23.8,320.0,5.0,23.929802629078285,5.0,4,0.435,0.798,0.0085,0.430022364,19.42
soybean,115,30.55,20.87,737.8,183.4,38.9,5.82,24.8,174.5,31.9,390.9,5.0,7.314881028317341,5.0,2,0.414,0.66,0.0215,0.418810658,19.3
sunflower,108,22.75,29.87,329.7,168.8,85.5,8.19,30.7,153.5,16.6,368.4,5.0,19.31482269901889,5.0,3,0.639,0.639,0.0053,0.59731341,21.24
soybean,106,17.25,21.1,378.4,207.6,44.3,7.39,21.5,169.9,10.6,157.4,5.0,18.15686285581069,5.0,5,0.569,0.613,0.0069,0.418810658,19.3
groundnut,132,20.36,18.74,808.8,55.4,51.1,4.81,19.3,115.7,23.1,302.1,11.50150461091353,21.678270364955978,5.0,2,0.436,0.891,0.0109,0.713616038,22.51
soybean,123,17.87,27.42,330.2,212.1,67.1,6.23,50.2,125.5,11.3,288.0,5.0,14.766896243314616,5.0,3,0.316,0.807,0.0144,0.418810658,19.3
niger seed,111,18.98,19.25,900.7,137.9,54.3,7.54,29.3,162.0,12.8,330.3,5.0,22.447562671934023,5.0,3,0.5,0.664,0.0055,0.463715398,19.79
sesame,127,19.75,30.94,655.3,81.0,68.4,5.2,16.1,175.1,20.3,274.2,5.0,23.881431208507728,5.0,4,0.664,0.746,0.0036,0.697304768,22.33
sunflower,113,28.56,20.48,878.5,155.2,77.2,4.88,19.7,162.5,31.3,85.3,5.0,31.82287179876637,30.794437607664243,1,0.634,0.634,0.0089,1.145350129,27.22
soybean,120,12.23,28.14,359.6,129.7,55.4,6.13,28.8,198.8,32.9,186.9,5.0,15.994881948124942,5.0,0,0.732,0.732,0.004,0.68999056,22.25
sunflower,127,30.91,30.79,597.2,61.6,78.6,5.31,24.8,155.1,36.4,372.8,5.0,13.953273005512164,5.0,0,0.721,0.779,0.0047,0.581997682,21.08
mustard,118,18.84,14.45,859.1,190.4,80.3,5.06,31.5,88.7,36.4,250.9,5.0,14.084665134202053,5.0,2,0.545,0.6,0.0124,0.430022364,19.42
soybean,102,24.55,12.28,908.9,68.1,65.6,6.27,49.0,186.8,10.6,307.5,5.0,23.51294599144823,5.0,0,0.781,0.781,0.0031,0.905678049,24.61
soybean,108,23.15,23.21,689.3,24.8,67.4,7.67,18.3,201.3,27.3,286.0,5.0,17.800720820772703,5.0,2,0.793,0.793,0.0011,0.484773337,20.02
groundnut,115,26.46,28.06,907.3,198.2,60.3,7.86,15.1,123.2,23.0,266.1,11.815848280638196,25.23645713293758,5.0,4,0.559,0.559,0.0105,0.919552912,24.76
soybean,112,26.93,27.73,919.9,248.3,38.3,7.81,26.2,81.0,12.3,92.3,5.0,20.90575736872322,5.0,4,0.398,0.771,0.0158,0.418810658,19.3
soybean,110,22.26,19.31,287.2,54.4,36.0,5.46,9.8,197.7,28.0,344.5,5.0,24.430863921120764,5.0,0,0.89,0.89,0.0039,0.986299101,25.49
safflower,113,27.48,34.88,789.5,216.6,87.7,8.1,13.5,107.6,23.4,256.2,5.0,19.709238044276326,5.0,2,0.479,0.6,0.0049,0.332452101,18.35
soybean,112,26.9,24.88,262.5,124.7,66.8,6.94,43.0,92.6,15.7,328.7,40.530700447861534,34.97377064735724,5.0,0,0.406,0.803,0.017,1.20512767,27.87
soybean,118,19.39,11.59,901.5,223.4,70.8,4.56,15.4,204.5,26.2,348.1,5.0,16.003519236518336,5.0,2,0.602,0.637,0.0046,0.418810658,19.3
mustard,101,31.82,21.68,762.3,5.8,65.4,8.05,17.3,176.8,36.2,322.6,5.0,9.51946390176156,5.0,0,0.784,0.788,0.0029,0.430022364,19.42
soybean,123,12.66,19.14,362.1,145.1,71.2,7.42,7.4,160.9,21.0,358.0,5.0,19.756499251147602,5.0,2,0.56,0.844,0.0166,0.589476002,21.16
soybean,99,30.54,33.35,522.1,123.9,72.7,5.81,19.2,169.0,6.7,89.2,5.0,23.724826695013526,12.051935235187717,1,0.724,0.887,0.0051,0.782128905,23.26
soybean,99,12.22,32.94,517.3,45.5,55.2,8.07,50.1,199.8,25.2,335.5,5.0,8.166469351905775,5.0,2,0.739,0.739,0.0017,0.418810658,19.3
sunflower,118,24.09,13.89,674.0,178.5,80.2,4.54,19.8,158.3,7.1,314.8,25.391235998187554,41.116006380116254,5.0,2,0.875,0.875,0.0035,1.513593513,31.24
groundnut,132,30.38,14.45,258.7,146.7,88.7,7.07,15.6,124.8,19.9,120.9,21.8807702869394,35.768823954438965,20.34258720670701,3,0.749,0.832,0.0054,1.146083473,27.23
sunflower,101,26.78,25.11,780.1,116.9,84.1,6.96,8.0,92.6,25.8,340.4,28.39506608346057,28.98189317739366,5.0,1,0.9,0.9,0.0028,1.108725561,26.82
mustard,119,22.91,26.39,747.3,162.5,49.7,4.53,15.9,110.8,31.6,331.1,14.745329750358303,20.94925971316791,5.0,4,0.384,0.843,0.0153,0.837110201,23.86
mustard,127,22.11,19.94,814.5,210.8,75.4,5.72,59.1,182.0,20.9,253.8,5.0,14.08156451005219,5.0,0,0.338,0.595,0.0126,0.430022364,19.42
soybean,98,23.97,10.56,496.3,45.5,76.2,4.88,38.1,126.7,30.3,84.4,53.264508673383574,51.65669336674708,50.40001056104651,1,0.534,0.872,0.0152,1.771569085,34.05
sunflower,124,15.47,17.63,626.0,87.3,72.7,5.65,47.8,87.6,11.8,311.0,36.89485487793611,33.393970737062,5.0,2,0.539,0.605,0.0034,1.062778375,26.32
sunflower,95,26.7,18.2,637.4,236.3,44.5,7.81,26.2,218.2,27.6,393.0,5.0,5.6038904451761375,5.0,4,0.474,0.491,0.0037,0.332950619,18.36
mustard,112,22.56,11.31,285.6,140.7,73.4,5.24,33.7,144.9,11.1,204.9,5.0,15.122224099393774,5.0,1,0.553,0.594,0.0073,0.430022364,19.42
sunflower,96,19.23,23.74,509.8,220.4,78.3,8.08,51.4,139.8,24.0,289.9,5.0,20.77711061297731,5.0,0,0.344,0.869,0.0202,0.779104448,23.23
sunflower,122,14.87,16.6,929.6,24.6,61.3,7.71,17.3,92.9,27.8,291.9,5.0,8.95220605464063,5.0,3,0.669,0.669,0.0014,0.332950619,18.36
soybean,119,31.18,31.98,560.2,197.8,66.3,6.64,39.5,205.9,34.3,218.1,28.41560502159358,46.78815135481561,16.590177204339334,0,0.559,0.817,0.0111,1.972598201,36.25
groundnut,114,30.94,33.9,902.1,183.2,68.0,6.24,48.8,94.1,28.1,384.1,26.93983269855341,16.59052280460619,5.0,3,0.397,0.782,0.0099,0.656759553,21.89
sunflower,109,19.32,19.57,490.3,202.4,73.4,6.62,39.5,118.7,13.3,237.5,56.882061131703345,45.49543746993812,5.0,3,0.564,0.806,0.0085,1.825235292,34.64
soybean,111,27.76,13.05,601.1,213.8,58.7,6.68,49.3,205.3,30.1,328.9,5.0,34.20120089614033,5.0,4,0.9,0.9,0.0024,1.346476267,29.42
soybean,102,18.01,30.73,440.7,95.1,62.2,5.32,35.4,150.5,35.3,257.2,5.35979166762349,17.38589603194623,5.0,2,0.9,0.9,0.0032,0.929759662,24.87
mustard,117,24.5,17.59,710.8,115.5,63.2,6.29,44.3,204.6,6.8,278.5,5.0,9.711314525653686,5.0,3,0.494,0.601,0.007,0.430022364,19.42
sunflower,97,13.56,33.39,364.0,181.2,38.8,8.2,19.0,122.0,22.4,308.5,5.0,21.588773057156274,5.0,5,0.712,0.712,0.0065,0.510080348,20.29
castor,134,24.06,31.18,418.3,177.0,77.2,7.58,13.0,121.1,27.6,340.7,14.566917979923744,27.323694965678534,5.0,5,0.9,0.9,0.0022,0.889931956,24.44
mustard,128,14.99,18.74,307.6,126.6,49.3,4.78,18.5,91.3,24.0,294.0,11.492095213303465,21.80700210421962,5.0,1,0.417,0.675,0.0073,0.68946919,22.25
niger seed,123,25.18,30.2,367.4,175.7,39.0,4.91,13.1,134.5,33.7,178.6,5.0,11.048206583137926,5.0,5,0.735,0.735,0.0071,0.3,18.0
mustard,138,24.09,25.46,591.9,246.2,71.6,4.76,55.5,167.2,33.8,212.8,5.0,11.962406992581613,5.0,0,0.631,0.734,0.0074,0.430022364,19.42
soybean,119,31.64,34.48,300.7,192.7,50.7,4.59,5.4,121.2,21.7,333.3,5.0,26.636102734968894,5.0,2,0.572,0.727,0.0067,0.418810658,19.3
groundnut,111,19.07,18.02,557.9,87.8,40.0,4.9,6.8,155.2,37.8,393.1,20.354210565026683,29.302631927206875,5.0,0,0.732,0.732,0.0034,1.186823159,27.67
mustard,111,12.66,29.94,489.6,220.7,83.3,7.52,15.9,165.3,13.6,332.5,5.0,26.912068154792593,5.0,3,0.9,0.9,0.0057,0.430022364,19.42
niger seed,143,16.89,30.53,512.4,225.8,44.0,7.28,58.0,150.7,33.0,126.3,5.0,21.653055429420142,5.0,3,0.639,0.84,0.008,0.464004858,19.79
mustard,139,28.56,29.04,319.4,64.8,87.7,5.32,34.9,172.3,37.9,153.4,5.0,13.680929114232608,5.0,3,0.657,0.657,0.0067,0.430022364,19.42
sunflower,123,29.56,15.95,257.5,21.7,60.0,6.91,6.4,189.8,17.6,325.2,5.0,22.068849878889687,5.0,4,0.888,0.888,0.0108,0.745809386,22.86
soybean,109,27.05,29.47,695.5,90.0,41.2,4.87,8.1,112.8,6.1,155.4,5.0,18.747316708530803,5.0,4,0.493,0.509,0.0015,0.450221458,19.64
sesame,148,12.73,33.11,649.1,12.9,55.1,7.42,18.0,183.4,29.1,104.9,5.0,9.21677427748541,5.0,1,0.704,0.704,0.0025,0.3,18.0
groundnut,112,31.26,21.78,750.9,222.2,81.2,8.1,22.3,204.3,18.9,323.2,5.0,32.6604929157418,5.0,1,0.706,0.706,0.0038,1.120117519,26.95
mustard,112,15.31,33.87,365.5,167.9,50.8,5.52,21.7,213.4,23.9,300.9,5.0,17.308291784794147,5.0,4,0.467,0.467,0.0033,0.430022364,19.42
groundnut,115,19.68,22.29,347.6,64.5,59.8,5.49,14.0,130.9,23.7,296.8,32.158792775845235,30.73241739539039,5.0,5,0.875,0.875,0.0049,1.374852479,29.73
mustard,129,23.09,21.09,908.8,47.4,55.8,4.85,12.1,174.8,20.2,85.5,5.0,25.616910641043372,5.0,2,0.429,0.76,0.017,0.430022364,19.42
soybean,117,23.85,27.36,573.8,53.7,62.0,6.57,7.8,143.6,19.8,201.7,38.3660612293697,39.64219482006082,19.31596315942967,2,0.705,0.705,0.0046,1.665819394,32.9
sunflower,99,20.63,10.91,583.8,242.2,83.5,5.54,8.0,121.1,5.8,136.8,5.0,10.991502737102428,5.0,2,0.533,0.635,0.0101,0.574006867,20.99
groundnut,122,19.88,33.71,841.5,25.4,71.7,8.15,18.4,136.2,27.3,332.4,5.0,11.115397069385216,5.0,0,0.553,0.642,0.0075,0.3133822,18.15
mustard,101,23.03,26.72,510.7,96.7,83.0,6.35,27.5,94.2,35.6,85.4,103.18138194836877,53.40108122378,67.84799019100771,5,0.885,0.885,0.0037,2.5,42.0
mustard,129,26.45,27.25,384.1,51.1,79.8,7.96,22.0,167.1,31.0,300.0,5.0,13.052122450000422,5.0,4,0.62,0.62,0.0045,0.430022364,19.42
sunflower,111,31.05,12.47,803.6,41.0,77.1,7.62,24.7,85.0,30.2,171.3,5.0,15.531624819885273,5.0,3,0.455,0.581,0.0049,0.513409854,20.33
mustard,121,24.11,26.33,546.9,54.9,41.6,5.18,17.7,155.0,28.5,163.1,5.0,24.04306755592209,5.0,5,0.542,0.582,0.0051,0.818475899,23.66
sunflower,129,18.75,24.91,693.5,203.9,44.2,6.27,11.3,159.1,11.6,372.2,5.0,29.41702419868411,5.0,3,0.421,0.644,0.0142,0.809735905,23.56
sunflower,110,25.42,21.23,860.1,162.5,80.6,7.34,51.7,211.3,13.0,156.2,5.0,30.367931332237664,10.39161226216642,1,0.772,0.892,0.0156,1.222594672,28.06
sunflower,115,14.92,28.65,563.6,154.9,56.3,7.42,8.4,88.5,13.9,102.0,7.159684775112476,18.343241970740365,7.950725083488498,2,0.81,0.81,0.0036,0.570011459,20.95
mustard,105,14.3,27.53,372.7,240.5,67.9,6.58,38.0,116.9,36.2,372.1,15.49374859827909,26.28248462589645,5.0,1,0.797,0.797,0.0018,0.948916016,25.08
mustard,118,24.19,16.3,275.4,78.0,61.5,6.46,6.3,123.0,35.0,369.8,5.0,10.748024585821371,5.0,4,0.483,0.492,0.0017,0.468724376,19.84
niger seed,136,18.99,30.49,453.1,118.0,63.3,7.75,16.0,164.5,25.5,267.5,5.0,15.249706944290274,5.0,0,0.561,0.72,0.0082,0.803252327,23.49
sunflower,120,20.11,22.73,595.4,56.9,36.3,7.11,34.1,167.3,5.5,205.2,5.0,18.640548694239037,5.0,2,0.476,0.476,0.0023,0.332950619,18.36
castor,112,15.01,20.16,694.3,125.5,69.7,5.67,28.6,129.4,6.2,179.6,54.96166179522031,49.59055128437985,29.95401945545282,1,0.881,0.881,0.0037,1.956138147,36.07
sunflower,104,15.77,34.79,902.5,5.4,43.8,7.12,33.5,194.3,11.6,339.1,5.0,21.740936546136112,5.0,4,0.853,0.853,0.0035,0.751136596,22.92
sunflower,100,21.64,18.07,730.1,133.3,35.5,6.25,16.1,190.3,34.9,233.9,13.668867407962518,38.8529401120304,5.137533676177411,4,0.565,0.768,0.0074,1.607485587,32.26
niger seed,136,31.77,27.0,939.5,226.6,43.4,6.77,11.5,202.6,17.5,358.3,5.0,21.162830398405415,5.0,2,0.726,0.811,0.0122,0.665758686,21.99
mustard,139,15.79,27.53,783.8,92.2,89.3,5.72,38.7,109.2,15.0,125.6,5.0,23.31393598357408,5.0,4,0.9,0.9,0.0045,0.564762704,20.89
mustard,124,27.83,15.67,589.7,182.4,75.6,7.09,24.5,147.1,25.3,115.4,5.0,20.534882636601992,19.900022086919645,2,0.672,0.672,0.004,0.930281713,24.88
sunflower,125,22.12,31.41,300.5,196.0,35.8,8.38,19.3,180.0,23.1,266.0,5.0,21.527312028504248,5.0,3,0.622,0.648,0.0045,0.332950619,18.36
groundnut,111,15.74,34.89,876.9,187.3,43.5,7.72,55.4,148.4,13.9,167.2,5.0,8.599258596844983,5.0,0,0.769,0.769,0.003,0.3133822,18.15
sesame,111,12.81,10.46,441.4,152.3,56.0,5.09,9.1,177.7,9.3,286.6,5.0,13.745095970090048,5.0,1,0.542,0.57,0.0033,0.323514438,18.26
sunflower,101,18.5,22.65,508.1,189.4,85.7,7.88,32.3,129.6,12.7,80.5,19.19897851777934,31.922079165296143,43.40787787956618,3,0.706,0.825,0.0127,1.265878253,28.54
soybean,111,25.94,15.45,842.0,245.7,38.8,4.52,12.8,141.1,37.1,153.0,5.0,12.010441425585599,5.0,1,0.559,0.559,0.0098,0.418810658,19.3
soybean,113,21.4,28.21,901.7,180.1,37.1,6.39,50.4,112.9,6.8,273.8,34.105931016827824,35.272096994547724,5.0,0,0.522,0.873,0.0131,1.207221723,27.9
sesame,136,24.03,11.48,902.4,239.5,57.4,6.41,52.7,145.9,35.3,105.8,5.0,10.188831669560765,5.0,5,0.615,0.711,0.0069,0.3,18.0
sunflower,103,24.53,15.71,476.7,246.7,44.7,6.44,30.2,143.2,17.8,208.7,34.36053718477029,41.6372342454632,7.472318407143167,2,0.893,0.893,0.0082,1.553547587,31.68
sesame,121,25.87,12.49,430.1,106.6,42.0,5.6,19.2,191.9,6.5,386.8,5.0,27.555553500125445,5.0,3,0.421,0.826,0.0186,0.625482065,21.55
mustard,114,19.57,16.64,515.9,108.8,84.8,4.99,20.7,137.5,20.9,111.5,8.472419955845478,29.451432795734537,23.090526905267822,4,0.529,0.825,0.0222,1.046387751,26.14
sunflower,98,12.53,10.78,424.9,158.0,59.3,7.85,10.5,129.3,6.6,138.4,5.0,29.813869751877657,5.0,3,0.628,0.74,0.012,0.714512028,22.52
sunflower,100,19.27,25.88,475.2,165.7,39.7,6.69,34.9,191.6,37.5,376.5,5.0,25.471199676016205,5.0,1,0.792,0.792,0.0029,1.354443117,29.5
safflower,141,27.15,23.52,441.4,99.6,40.5,8.25,41.7,219.9,12.8,283.4,5.0,12.111590951336497,5.0,4,0.814,0.814,0.0039,0.599568882,21.27
sesame,114,19.77,14.77,681.0,117.3,55.2,5.31,5.1,162.1,35.6,359.7,5.0,22.288542235336376,5.0,1,0.724,0.724,0.0017,0.859686533,24.11
mustard,125,13.42,28.45,671.4,236.5,77.5,5.96,32.3,152.9,23.1,113.0,5.0,16.11577686660061,5.0,0,0.339,0.508,0.0076,0.430022364,19.42
groundnut,147,22.48,14.79,550.3,164.2,52.8,6.71,30.0,111.1,31.8,94.3,29.87388064033339,24.99894026303179,24.512983941116556,2,0.593,0.668,0.0094,1.065499479,26.35
mustard,116,18.6,28.49,893.6,48.4,73.3,6.56,34.4,194.7,18.7,308.2,5.0,15.680955864645082,5.0,5,0.377,0.516,0.0052,0.430022364,19.42
sunflower,118,26.85,30.09,359.3,10.2,68.5,8.04,21.3,125.8,24.9,352.4,5.0,16.53869715177783,5.0,2,0.379,0.554,0.0104,0.332950619,18.36
groundnut,111,13.12,10.85,949.3,170.8,47.7,5.68,8.6,148.3,35.4,212.5,5.0,13.078804259495314,5.0,0,0.614,0.614,0.0063,0.342929664,18.47
safflower,145,25.77,11.51,311.2,156.1,57.7,6.37,38.9,84.7,29.3,336.4,47.212818897357856,29.97271128739829,5.0,1,0.839,0.839,0.0029,1.232707846,28.17
sesame,145,23.72,28.77,943.3,65.1,36.5,6.1,27.3,200.7,18.8,124.5,5.0,14.932798730931449,5.0,1,0.548,0.669,0.0139,0.360050335,18.66
sunflower,111,20.48,22.95,741.8,159.6,71.0,5.85,42.2,125.4,21.7,185.8,7.6381054634043375,24.8809554190551,5.0,1,0.507,0.507,0.0042,0.739150374,22.79
mustard,119,28.54,14.41,864.2,24.1,45.6,6.69,19.9,95.6,29.7,312.1,5.0,8.85139548925903,5.0,0,0.505,0.569,0.0029,0.435755995,19.48
sesame,145,27.08,26.79,577.6,229.8,48.1,4.96,14.7,213.1,23.4,171.8,5.0,8.780562882804649,5.0,4,0.497,0.497,0.0076,0.3,18.0
sunflower,117,21.44,32.91,366.7,215.5,81.0,8.49,33.1,205.7,10.2,380.0,5.0,41.6957763156117,5.0,1,0.816,0.89,0.003,1.369758846,29.67
soybean,99,15.72,16.58,338.2,124.0,56.5,7.37,44.6,98.9,18.9,190.4,72.76310764273653,44.230506219469326,24.57398478749257,2,0.75,0.75,0.0019,2.034372774,36.92
soybean,105,30.55,14.97,839.4,100.4,77.3,5.46,39.5,169.4,17.8,124.4,5.0,11.401480406180188,5.0,4,0.713,0.713,0.0073,0.418810658,19.3
groundnut,144,30.51,29.24,496.7,25.5,48.6,7.33,24.5,94.5,34.5,376.5,29.976492711461066,21.59217797341977,5.0,1,0.61,0.809,0.0111,1.055650324,26.24
safflower,117,21.1,32.87,692.5,33.1,53.4,5.74,15.3,104.1,9.7,378.4,13.389106412239137,29.499572898495266,5.0,0,0.419,0.771,0.0095,0.811818432,23.58
soybean,97,17.22,33.0,739.8,158.9,36.7,7.28,7.9,118.4,19.8,135.8,5.0,11.022974716782475,5.0,3,0.694,0.694,0.0034,0.418810658,19.3
soybean,102,23.4,31.2,379.4,242.1,84.8,6.09,17.6,119.2,37.4,334.4,5.0,14.822216521449372,5.0,0,0.877,0.877,0.01,0.418810658,19.3
mustard,116,23.01,31.73,312.0,194.1,51.6,7.29,15.5,168.1,32.1,203.4,5.0,15.22600017478417,5.0,1,0.724,0.792,0.0073,0.591997454,21.19
soybean,102,17.74,15.29,476.5,117.4,76.3,7.66,26.6,148.3,8.4,373.0,5.0,37.50836166757673,5.0,4,0.466,0.753,0.0097,1.01142774,25.76
soybean,117,15.53,26.52,512.5,180.8,77.4,6.13,19.3,186.6,5.6,321.0,5.0,30.871741462423493,5.0,5,0.543,0.835,0.0165,0.976875861,25.38
soybean,114,23.51,28.14,385.2,160.6,52.2,4.87,34.7,191.8,28.0,133.6,5.0,17.774907149349733,5.0,2,0.598,0.872,0.0089,0.418810658,19.3
mustard,136,21.11,19.83,387.7,15.5,56.4,6.85,59.0,215.3,12.3,138.1,5.0,26.61656558274528,5.0,3,0.705,0.718,0.0035,0.785507517,23.3
sunflower,98,22.59,18.78,843.7,199.2,69.1,7.03,11.1,84.3,11.0,111.6,78.83069086528984,50.167036001354255,57.714180333944334,1,0.585,0.869,0.0105,2.005694528,36.61
mustard,107,19.59,23.93,766.1,51.0,77.8,7.19,5.8,98.0,14.1,122.2,5.0,16.591566533727047,5.0,1,0.483,0.567,0.0159,0.430022364,19.42
mustard,128,20.3,13.89,609.2,205.2,58.8,4.8,25.1,187.4,20.3,362.8,5.0,36.403924766684256,5.0,0,0.66,0.78,0.0079,1.383238603,29.82
mustard,100,26.87,20.23,365.5,56.0,76.2,5.85,44.3,180.5,11.9,172.8,5.0,15.279277301746493,5.0,2,0.529,0.529,0.0044,0.430022364,19.42
soybean,118,14.13,32.4,796.8,199.4,70.7,4.65,8.4,211.2,16.7,352.3,5.0,19.336675009159066,5.0,4,0.49,0.679,0.0102,0.418810658,19.3
mustard,130,31.88,26.06,585.4,110.0,46.1,5.17,16.5,98.9,27.6,276.5,64.05994567791757,56.27595005837229,5.0,3,0.855,0.855,0.0026,1.909299294,35.56
niger seed,133,21.22,24.74,628.5,165.3,49.4,7.77,39.5,148.5,17.4,107.4,5.0,20.058327228863636,12.62200420365846,4,0.821,0.821,0.0038,0.594840913,21.22
groundnut,137,27.06,32.15,664.9,147.4,52.8,5.28,10.9,87.5,18.7,332.7,10.910040650263687,21.041205151484156,5.0,2,0.518,0.518,0.0053,0.544837339,20.67
soybean,109,28.65,14.49,591.7,116.3,78.9,5.85,35.0,106.3,9.4,245.2,54.59249383348345,49.20292267185258,5.112690704072294,2,0.604,0.604,0.0059,1.773663139,34.08
sunflower,106,21.97,34.2,929.8,198.3,70.4,5.17,54.8,142.0,24.5,84.1,5.0,5.0,5.0,5,0.302,0.586,0.0086,0.332950619,18.36
sunflower,128,13.75,23.25,581.8,63.8,60.9,7.57,34.9,174.3,17.9,288.8,6.525193916418756,35.24884648592474,5.0,5,0.687,0.687,0.0075,1.223260573,28.07
soybean,119,22.55,10.09,552.1,156.9,78.6,7.02,25.5,190.1,31.6,99.2,5.0,15.928741987962326,5.0,3,0.385,0.611,0.0123,0.478491177,19.95
safflower,113,24.72,30.14,647.6,149.4,54.5,5.83,26.6,104.3,11.5,369.6,10.087716028502092,17.18046111678722,5.0,1,0.829,0.829,0.0018,0.652270301,21.84
soybean,121,18.3,14.28,256.7,21.1,39.9,8.21,47.8,124.9,10.5,208.4,5.0,10.138648369014053,5.0,3,0.707,0.707,0.0014,0.418810658,19.3
castor,139,24.5,27.39,795.1,4.8,76.2,5.37,22.2,98.3,26.8,340.4,5.0,12.905879915903167,5.0,2,0.324,0.724,0.0212,0.3,18.0
sesame,143,29.06,32.74,363.0,85.1,81.0,5.56,22.2,107.3,13.9,261.6,5.0,24.237023214952472,5.0,0,0.562,0.809,0.0217,0.481836658,19.98
castor,126,25.58,18.45,749.4,57.7,82.2,5.99,43.1,128.6,26.1,135.3,9.341377590190517,22.113396774225325,5.0,0,0.763,0.86,0.012,0.853354079,24.04
sesame,121,25.79,33.32,391.6,100.7,40.6,4.68,16.5,175.1,24.2,232.5,5.0,13.086042586916065,5.0,2,0.431,0.431,0.0024,0.419069861,19.3
sunflower,109,13.75,19.55,346.7,71.0,53.5,4.86,31.9,115.1,13.8,173.7,18.077391429904246,37.58720560629249,5.0,5,0.613,0.778,0.0045,0.970218103,25.31
mustard,132,27.48,25.07,787.7,186.1,42.3,8.12,34.8,167.8,35.8,328.9,5.0,15.794848641940298,5.0,5,0.635,0.635,0.002,0.430022364,19.42
